,Product ID,Review ID,Company,Review,Stars,Overall Review
18,2,4,Redmi,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓,5,Positive
19,2,5,Redmi,very good price comparison to Infinix note 30 pro which black market launch price 61k whereas selling it on 95k,5,Positive
20,2,6,Redmi,Product is good. well packed and everything included. Orignal product. Satisfied with the service. Delivery was on time.,5,Positive
21,2,7,Redmi,"The phone is very good and in good price. Delivery was fast. Phone box was wrapped in bubble wrap, so it was safe. Satisfied with the seller.",5,Positive
22,2,8,Redmi,"Authentic product in good price . Lightweight, camera is 50MP but quality is not that good. Camera rating 7/10. User interface is very versatile. Face id recognition is not as expected 7/10. At night in ful darkness it has difficultly in recognition. Speaker sound is good.",5,Positive
23,2,9,Redmi,Excellent quality. PTA approved. Fast delivery. Received less than 24 hours of order.,5,Positive
24,2,10,Redmi,"very good service fast delivery same as shown in photo, original product",5,Positive
25,2,11,Redmi,delivered within 2 days after use of 3 days mobile was good but warranty card is missing where is warranty card?,5,Negative
26,2,12,Redmi,"Mera Oder Monday Ko AA Gaya Tha Review Aj Kr Raha Hu Use Kr K, Mujay BHT Acha discount Mila Hai Jo Device Color Mangwaya Tha Wahi Milha hai Or May Full happy and Satisfied Hu Thanks Daraz Thanx Seller 😊❤️❤️❤️😊",5,Positive
27,2,13,Redmi,Good Quality fast delivery thanks for seller Good Quality,5,Positive
28,2,14,Redmi,"I am very happy from quick delivery,proper packing and mobile outlook. its very attractive. its touch very smooth.",5,Positive
29,2,15,Redmi,bot kamal ka cell ha ma ne 3rd order kia ha or 2 or order kru ga or fast delivery thi 3 aug 2023 ko order or 4 aug 2023 ko mil bi gya to good umeriqbal1023@gmail.com,5,Positive
30,3,1,Infinix,"I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰",5,Positive
31,3,2,Infinix,Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro,5,Positive
32,3,3,Infinix,Asalam o alikum so nice Mob bht acha hai 👌same as show i’m satisfied to daraz thanks daraz and delivery time also good,4,Positive
33,3,4,Infinix,"Acha mobile hai and same cheez delivered ki hai with fast delivery service, satisfied with daraz and seller, i bought many mobiles from daraz aj tak koi b mobile kharab nhe nikla, thanks daraz for maintenance of trust with customers. love from Rawalpindi",5,Positive
34,3,5,Infinix,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered,5,Positive
35,3,6,Infinix,Nice Mobile at this price with special specs. Delivered late but overall services by daraz are good.. Thanks,5,Positive
36,3,7,Infinix,I received my parcel two days ago. genuine products hai ❤️❤️aur time pr delivered hua.😍 Dill khush ho gia cell dekh kr thank you so much bhai🥰,5,Positive
37,3,8,Infinix,buht acha phone ha original phone one year official warranty ha ❤❤,5,Positive
38,3,9,Infinix,"#11.11 No doubt the phone is worth buying , color is awesome and the specs are too good. I hope it will continuously perform as it is doing now, I was afraid before buying as there was no any review about this phone on this seller, But Thanks for sending me original device.",5,Positive
39,3,10,Infinix,real mobile set with complete box having wire charger wireless charger. jack pin with non active phone set. this is non active mobile set. i really very happy. thanks dear,5,Positive
40,3,11,Infinix,bahot acha mobile hy thanks daraz and seller,5,Positive
41,3,12,Infinix,Pin packed and original product Recommended seller,5,Positive
42,3,13,Infinix,good packing. arrived at time but mic ka problem lagta hai awaz agay bohat kam jati hai. subah tak daikhta ho nai tu return kar du ga,5,Negative
43,3,14,Infinix,nice product I ma really happy to buy from daraz and thank you seller pin packed product 😍😍😍😍i am really confused to buy this but amazing product ☺ you should also believe the saller and daraz,5,Positive
44,3,15,Infinix,Recommended seller... awesome product,5,Positive
45,4,1,Redmi,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.,5,Positive
46,4,2,Redmi,achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai,4,Negative
47,4,3,Redmi,mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho,3,Neutral
48,4,4,Redmi,"I upgraded my stand by phone from A1+ to A2+. I received this phone in great packaging. Delivery was fast. Phone seems a little better than A1+. I wish it would have Type C charging. I'm surprised to see the camera quality, display and battery timing of this phone. A perfect phone in this range with very few compromises. Highly recommended.",5,Positive
49,4,5,Redmi,"Assalamu Alaikum, Thank God & Thanks Daraz Team & Wander/seller (XIAOMI). Good Packing & Short Delivery time. Original Product 100%. Recommended. Khushe hai ke AAZADI SALE mai itny Best Price main Redmi A2+ Offer kiya gya, Thanks Daraz app.",5,Positive
50,4,6,Redmi,"I recently ordered a phone , and I must say it was a convenient experience. The website had a user-friendly interface, making it easy to browse and compare options. Placing the order was straightforward, and they provided clear shipping information. The phone arrived in good condition and on time. Overall, a hassle-free online phone shopping experience.",5,Positive
51,4,7,Redmi,received my order .The product is very good .I am satisfied with Daraz and the seller response is good .But LCS service is poor due to not deliver my parcel to me not to inform me and delivered my parcel any other address.,5,Neutral
52,4,8,Redmi,Very good quality and design. Mobile is genuine and working fine so far. Delivery was quite quick and I received the mobile next day of ordering. price was competitive with market. thank you Daraz.,5,Positive
53,4,9,Redmi,Genuine product and good cell phone in this range .. got at the lowest price through HBL Mega Deal 👍 .. Properly packed and timely delivered .. Satisfied with the seller 🙂 .. Cheers 🙂 !! #11.11,5,Positive
54,4,10,Redmi,Awesome 😎 💯% Original Product In This Price Range The Best Of The Best Mobile MI Redmi A2 Plus (3/64).... Thumbs up 👍 Is Price Range May Use Mobiles Ya Refurbish Mobile Milty hain To Kun Apnay Pasay Zaya Karain Use Or Refurbish Mobile lay kar Jab MI Redmi Day Raha Hay Brand New Box Pack Mobile MI Redmi A2 Plus (3/64) Bhot Hi Kaam Price May .....,5,Positive
55,4,11,Redmi,kmallllll hi hogyaaaa😍😍😍hrgiz b ni lgta tha k daraz sy mob b itny best milty hain...first time daraz sy kuch mngaya wo b direct mob mnga liya or drr tha k paisy gay mery lekin boht zbrdst mob mil gya seller boht honest hai bhiiii thank you or delivery boy ny to kmal hi krdiya time sy pehly hi delivery krdi😍❤️,5,Positive
56,4,12,Redmi,"Assalamualaikum, I placed the order fearing not to be scammed, but thanks to Allah, the experience was good, but it is a good mobile at this price, thanks to the seller and the drawer app. ❤️❤️❤️",5,Positive
57,4,13,Redmi,"Authentic and genuine product, good packing but badly handled by daraz i guess. delivered within timeline. highly recommend seller. thank you so much.",5,Positive
58,4,14,Redmi,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.,5,Positive
59,4,15,Redmi,Excellent Product and Original one. I bought it in #11.11 Sale. #11.11 is valuable for money saving. Awesome discount i get and original product i receive. Very fast delivery services. Xiaomi is doing very very good as always and daraz done it again very awesome sale. Thank you #daraz and #xiaomi 😊,5,Positive
60,5,1,Realme,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.,5,Positive
61,5,2,Realme,everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍,5,Positive
62,5,3,Realme,#11.11 sale main good mobile mil gaya hy market sy bhi sasta same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active,5,Positive
63,5,4,Realme,"I get the mobile its pta approved but made of Vietnam also its doesn't have charger that's the negative point , get the mobile on discounted rate in #11.11 . hopefully it will work for a long time 😃",5,Negative
64,5,5,Realme,"phone was brand new, box packed, came in secure packaging,can't see the PTA sticker,, but seller said it is approved,, so i believe seller words😊.",5,Positive
65,5,6,Realme,Got this in just Rs.26419 while market price is still Rs.30000. Thanks to Daraz 11.11 Exactly same as described. delivered in just 2 days. its my 4th cell phone purchase from Daraz. Amazing experience as always,5,Positive
66,5,7,Realme,Yr bht he sasta mila sale mai market mai 35 ka hai 128gb or wholesale mai bhi 31 se kam mai nahi hai or dosra non active hai vip hogia mene online check kia hai original packing mai tha thanks bhai jan,5,Positive
67,5,8,Realme,Buhat Acha Mobile hai 100% Original products thanks Daraz Thanks seller,5,Positive
68,5,9,Realme,Mobile is the same as shown in the picture... Original product. Charger not available in the box.Satisfied with the product but delivery was far away from expectations,5,Positive
69,5,10,Realme,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.,5,Positive
70,5,11,Realme,thank you thank you daraz and seller PTA pro but charging adaptor nahi nikla,5,Positive
71,5,12,Realme,nice 👍 good mobile but delivery is to slow over All is very good,5,Positive
72,5,13,Realme,no charger no warranty card/ no any back cover only one mobile..,5,Negative
73,5,14,Realme,PTA approved hai online warranty new set okay scene hai,5,Positive
74,5,15,Realme,best mobile phone very good,5,Positive
75,6,1,Redmi,"phone is damaged from edges, pictures uploaded",1,Negative
76,6,2,Redmi,Same As Described original product found in reasonable price than Market,5,Positive
77,6,3,Redmi,Seller is fraud. He is sending Redmi 12C instead of Redmi Note 12. DARAZ.PK should take action on this. In last 1 week multiple reviews came from buyers as they have received wrong product. Fortunately i have recorded video while opening my parcel. I have attached video evidence. I hope Daraz.pk will take immediate action and compensate the buyers on priority. I will never order from this store again.,1,Negative
78,6,4,Redmi,Genuine product as shown. Most reasonable price on Daraz even any mobile market.,5,Neutral
79,6,5,Redmi,#11.11 Good and Pin Packed Mobile Thanks seller and daraz No any Fault,5,Positive
80,6,6,Redmi,#11.11 Ordered grey colour but received green. Green is also a very good colour. Product is very good. The price is also very reasonable as compared to the market.,5,Positive
81,6,7,Redmi,Same As Described original product found in reasonable price than Market,5,Positive
82,6,8,Redmi,"nice phone, camera results awesome 👍,",5,Positive
83,6,9,Redmi,thanks 👍 good product 👍 colour black kaha tha but green Mila anyway so NYC colour fade,5,Positive
84,6,10,Redmi,so beautiful so elegant just looking like a waooo😔😔😔,5,Positive
85,6,11,Redmi,MashAllah fully packed phone haii.. Delivery Fast.. Recomended.. Thank you♥️,5,Positive
86,6,12,Redmi,Best purchase of the year so far! great refresh rate and works seamlessly! Hope I can upgrade to the pro version.,5,Positive
87,6,13,Redmi,"Timely received, No damage, good experience 👍👍",5,Negative
88,6,14,Redmi,Product is good and reasonable. Delayed delivery.,5,Positive
89,6,15,Redmi,brand new and perfectly packed. satisfied!,5,Positive
90,7,1,Infinix,پن پیک فون ہے۔ جو لوگ کہتے ہیں کہ ڈبے میں کچھ چیزیں کم ہیں ۔ تو شائد اس کی وجہ یہ ہے کہ یہ ماڈل چائنہ اسمبل ہے ۔ باقی اللہ بہتر جانتا ہے۔,5,Neutral
91,7,2,Infinix,"It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz...",5,Positive
92,7,3,Infinix,#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11,5,Positive
93,7,4,Infinix,"It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz...",5,Positive
94,7,5,Infinix,mobile is pta aproved. moible is very good. this mobile was only available on daraz. in market it is not available .the crated goes to daraz. i bought it on 38919 rupess. 8 128 i hope it is a good price,5,Positive
95,7,6,Infinix,#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11,5,Positive
96,7,7,Infinix,The product was same as was expected. Although delivery got very late but wait was worth it. Mobile was pin packed and PTA approved.Thanks a lot,5,Positive
97,7,8,Infinix,i have received my phone in time new and original condition best seller best service thank you daraz for best services!,5,Positive
98,7,9,Infinix,"origional product. pta approved hai, non activated phone tha. sim dal k active kiya warranty 1 year activate hui ha. at first i was worried by reading some negative comments but origional product rcvd. 5 stars to seller .",5,Positive
99,7,10,Infinix,I have received original product and I would like to purchase anything anytime with the seller again,5,Positive
100,7,11,Infinix,As i mentioned before this is a daraz exclusive 128gb version which is not available in the offline market thank you so much.,5,Positive
101,7,12,Infinix,Thanks seller,5,Positive
102,7,13,Infinix,"Alhamdulillah satisfied, and at a great discount as well in #11.11",5,Positive
103,7,14,Infinix,"very nice phone! comes with charger, screen protector, back cover. Charging is really fast and battery last around 2 days. I think it's the best phone in this price if you are not into camera that much.",5,Positive
104,7,15,Infinix,#11.11 This phone is amazing... Very fast speed...,5,Neutral
105,8,1,Tecno,Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.,5,Positive
106,8,2,Tecno,"Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications",5,Positive
107,8,3,Tecno,"Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍",5,Positive
108,8,4,Tecno,"Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications",5,Positive
109,8,5,Tecno,"at least i recieved my phone its awesome phone features also best, camera 💯 , battery life too good, smart and weight less phone 💯 recommended",5,Positive
110,8,6,Tecno,After using for few days i found this phone very recommended under such price,5,Positive
111,8,7,Tecno,الحمدللہ ٹیکنو موبائل فون %ا100 اوریجنل موبائل ہے ۔ وارنٹی بھی 13 مہینے کی ہے ۔ میں سیلر کی سروسز سے مطمئن ہوں ۔,5,Neutral
112,8,8,Tecno,#11.11 میں نے ابھی تک اسے کھولا نہیں ہے ۔ ارڈر دیے ہوئے چھ دن ہو چکے تھے کافی لیٹ ایا ہے ۔ لیکن بہرحال اوریجنل پروڈکٹ لگ رہی ہے ۔ شکریہ دراز 🌹,5,Neutral
113,8,9,Tecno,very good mobile phone 📱 Tecno spark 10 thanks daraz,5,Positive
114,8,10,Tecno,bohat acha mobile hai or bilkul thek aya hai ot time pe aya hai theens daraz,5,Neutral
115,8,11,Tecno,It is my 1st experience for purchase mobile online and I'm glad with that experience. I received same what I ordered. it is highly recommend by me. 10/10,5,Positive
116,8,12,Tecno,#11.11 Same as shown. Very beautiful handset. Will appreciate Tecno for design. So far working fine.,5,Positive
117,8,13,Tecno,mobile is genuine but not used yet but look wise awesome,5,Positive
118,8,14,Tecno,very beautiful very elegant Just like A Wow .😲,5,Positive
119,8,15,Tecno,received before time. nice phone in this price range,5,Positive
120,9,1,SPARX,very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku,5,Positive
121,9,2,SPARX,Awesome mobile recieved on time very fast processor lovely color seller are very cooperative totally satisfied 👌👍,5,Positive
122,9,3,SPARX,thank you Daraz. kam price m achi chiz. saller bht acha h. mobile bht acha h. jaisa dikha waisa paya,5,Positive
123,9,4,SPARX,very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku,5,Positive
124,9,5,SPARX,it's fantastic very beautiful mobile and seller is very honest,5,Positive
125,9,6,SPARX,mara purana phone ka camera ka result harab ha lakin jasi cheez dikhi wasi hi mili jasi products dikhayi wasi hi ayi NYC bro Thanks Daraz and seller,5,Positive
126,9,7,SPARX,use kr ka chk Kiya ha boht acha ha mbl phone delivery time hui ha colour boht pyra ha thanks seller,5,Positive
127,9,8,SPARX,wow what a phone im. surprised when i saw this phone infinix has no competetion with spark neo7 ultra its an amazing phone very impressive and build quality in this price range top class specialy camera believe u will be very happy to buy this phone dnt think read my. coment and order it .. thanks for comfortablr and safe service,5,Positive
128,9,9,SPARX,It was good experience seller is also cooperative. Recommended person.,5,Positive
129,9,10,SPARX,I ordered Blue colour Received Yellow colour...Baki Phone to ok hai market price Sy kafi Sasta Mila...11:11 sale Sy pin pack hi bahja...thank U daraz...Thank u Seller 🥰,5,Positive
130,9,11,SPARX,The mobile is exact as shown in advertisement. received a little bit late but that was the problem of TCS I'm satisfied. Thanks seller. Thanks Daraz,5,Positive
131,9,12,SPARX,"i,m v.happy bohut acha mobile ha jesa dikhaya ha wessa hi ha .i,m satisfied.Thanks draz Thanks dealer.❤️",5,Positive
132,9,13,SPARX,Superb,5,Positive
133,9,14,SPARX,"Excellent beautiful mobile received, great feel. Seller is responsive and cooperative.",5,Positive
134,9,15,SPARX,Thankyou seller and daraz. Quick and safe delivery. product is ok👍,5,Positive
135,10,1,vivo,"original set and PTA approved set hai. boht hi aala mobile hai, mat forest green color hai. actual price of mobile was Rs.45000 but I ordered during daraz #11.11 sale and I got in Rs.42000 by availing two discount vouchers. daraz ny mobile buy karny ki bhi tension dur kar di hai, ghar bethy original mobile wo bhi market sey low price mein. Thanks daraz.pk",5,Positive
136,10,2,vivo,#11.11 jitni tareef kru utni kam hy mashallah AJ tak ka sab se behtareen or aala qism ka mobile hy Meri review hy 10/10 mashallah so happy 😊😊,5,Positive
137,10,3,vivo,"Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.",4,Positive
138,10,4,vivo,"delivery little bit late, but all ok pta approved 1 year warranty non active phone",5,Positive
139,10,5,vivo,I'm not happy with such a phatic service by daraz. if you can't bear workload don't put silly ideas like 11.11,5,Negative
140,10,6,vivo,#11.11 original mobile and also reasonable price thank daraz and seller,5,Positive
141,10,7,vivo,very good and amazing mobile Excellent seller and Always good from Daraz,5,Positive
142,10,8,vivo,"Product quality is amazing and reached safe at doorstep. Seller is really cooperative and friendly in communication. Recieved product as it is reflected on Daraz. Original product. 100% Gebuin. However, around Rs.2000 costly than physical market. Prices should be aligned to the market rate to eradicate price manipulation. Overall, satisfied with product quality but not satisfied with delivery and product price.",4,Positive
143,10,9,vivo,order k 1 week k bad parcel dispatch kia tha very slow service but product is fine and original pta approved,5,Positive
144,10,10,vivo,"very good experience.delivered in time,genuine product by Vivi flagship store",5,Positive
145,10,11,vivo,very best mobile no repack and no damage product very best,5,Positive
146,10,12,vivo,First time I ordered this much amount of order from Daraz and Alhamdolillah it went well. Recommend.,5,Positive
147,10,13,vivo,Best phone Masha Allah,5,Positive
148,10,14,vivo,Good Quality phone timely delivered. only thing is I asked for purple but got in Green otherwise phone is good.,5,Positive
149,10,15,vivo,very nice phone in this price range. the only issue is that hand free not found in box,5,Positive
150,11,1,Samsung,very fast delivery and origional sealed pack mobile I am satisfied,5,Positive
151,11,2,Samsung,سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ,5,Neutral
152,11,3,Samsung,"not recommended, not a good set, camera not good,touch very poor, performance also poor, charger not included in box. be careful",1,Positive
153,11,4,Samsung,Allhamdullilah 🥰 Very Good mobile recieved on time good features but only concern is warranty because seller is not properly guiding about that,5,Positive
154,11,5,Samsung,سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ,5,Neutral
155,11,6,Samsung,Very nice mobile with fast delivery by daraz,5,Positive
156,11,7,Samsung,Buhat acha experience hy,5,Neutral
157,11,8,Samsung,"amazing choice of phonenin this price range currently. bcz i used note 20 ultra before this and now using this A14. not big differencebof performance in this price. phone was well packed and new untouched. so don't hesitate to buy samsung A14, 6/128",5,Positive
158,11,9,Samsung,Very satisfied with the delivery time and packaging. This was a gift to my mother and she is really happy,5,Positive
159,11,10,Samsung,It is a good phone in the price range and delivery was very fast. Thank you.,5,Positive
160,11,11,Samsung,"First Experience to purchase cellphone at this platform. I am satisfied with the seller and also delivery service as i just received within 2 days, willing to purchase more in future. ✌🏻",5,Positive
161,11,12,Samsung,quality is good but the saller didn't send changing adopter only send cable which is out of mind that why he send mobile without charging adopter.The packing and only cable video attached,5,Positive
162,11,13,Samsung,Delivery on time Full packed and safe 10/10,5,Positive
163,11,14,Samsung,bhot achi thi ap logo ki sarvice or shukariya ap ka k ap ne time pr apna order humhy diya,5,Neutral
164,11,15,Samsung,Awesome set and outstanding delivery service,5,Positive
165,12,1,Redmi,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,1,Neutral
166,12,2,Redmi,Nice mobile delivery in time thanks for seller,5,Positive
167,12,3,Redmi,thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience,5,Positive
168,12,4,Redmi,delivered phone same as shown in picture,5,Neutral
169,12,5,Redmi,product delivered with in the time period given. thanks daraz and seller for keeping our trust.,5,Positive
170,12,6,Redmi,"First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍",5,Positive
171,12,7,Redmi,"Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz",5,Positive
172,12,8,Redmi,Honest seller. Geniun product. Same as shown. PTA approved. 11/11 offer benefit. Very low price. Thanks daraz. 5 stars.,5,Positive
173,12,9,Redmi,original product and sealed. bus delivery time zyada laga tha may be due to 11 11,5,Positive
174,12,10,Redmi,It’s quite nice product and original and the delivery time was also affable,5,Positive
175,12,11,Redmi,very good mobile phone,5,Positive
176,12,12,Redmi,فون مجھے مل گیا پی ٹی اے پروؤ ہے بہت اچھی پیکنگ تھی جو آرڈر کیا تھا وہی ملا ہے بہت شکریہ,5,Neutral
177,12,13,Redmi,Received sealed pack. Same as ordered. Satisfied,5,Positive
178,12,14,Redmi,Original product at good price.,5,Positive
179,12,15,Redmi,Satisfied with the product.thanks to draz,5,Positive
180,13,1,Redmi,"Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments",5,Positive
181,13,2,Redmi,"Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number",5,Positive
182,13,3,Redmi,received my package today good looking mobile in this price tag.,5,Positive
183,13,4,Redmi,"Received just in one day, Looks good. 👍",5,Positive
184,13,5,Redmi,very nice and good mobile in this price range and its my first experience very good experience,5,Positive
185,13,6,Redmi,"Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend.",5,Positive
186,13,7,Redmi,Original Product and super fast delivery within 18 hours. Good seller. thanks Daraz.,5,Positive
187,13,8,Redmi,same product. jo btaya wohi delivere kia delivery service boht fast hy. good.,5,Negative
188,13,9,Redmi,Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.,5,Positive
189,13,10,Redmi,"Seller responded on time, sent earlier and received well, 5 star for good experience",5,Positive
190,13,11,Redmi,received my package today good looking mobile in this price tag.,5,Positive
191,13,12,Redmi,amazing parcel jesa dekhaya gya wesa hi Aya zabardsht 😍 fully certifies,5,Positive
192,13,13,Redmi,Best,5,Positive
193,13,14,Redmi,"box was damaged and not well packed, set is working fine so far and product is original. can't comment if it's not repacked as not aware how to check",5,Negative
194,13,15,Redmi,Original Product Pta Approved Before time recieved Recomended,5,Positive
195,14,1,Samsung,"It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services.",5,Positive
196,14,2,Samsung,Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.,5,Positive
197,14,3,Samsung,Excellent 👌,5,Positive
198,14,4,Samsung,Genuine Product ❤️❤️❤️ Thanks Seller 😊🤩🤩 Thanks Daraz 👍👍,5,Positive
199,14,5,Samsung,Awesome mobile excellent service by,5,Positive
200,14,6,Samsung,ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر,5,Neutral
201,14,7,Samsung,I am very Happy. the phone is great and delivered within 2 days. thanks,5,Positive
202,14,8,Samsung,Orginal stuff. Satisfied!,5,Positive
203,14,9,Samsung,"genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz.",5,Positive
204,14,10,Samsung,very satisfied mobile is very good thnku seller n daraz,5,Positive
205,14,11,Samsung,Overall very satisfied with the A24. It’s quite responsive and has worked flawlessly thus far. It is PTA Approved and arrived in fully packed and sealed condition.,5,Positive
206,14,12,Samsung,Genuine product with warranty #11.11,5,Neutral
207,14,13,Samsung,Received Good Mobile,5,Positive
208,14,14,Samsung,received package it was great but didn't receive a charger in box pack,5,Positive
209,14,15,Samsung,"Best Product, Best seller, Best timing of delivery with Best Price, Thank You Seller you delivered it with in 12 hours Hats Off",5,Positive
