,Product ID,Company,Product Name,Price,Rating,Total Ratings,Total Questions Answered,Specifications,Link
164,165,LG,LG V60 Thinq 5G 8GB Ram 128GB Rom Single Sim,"Rs. 56,000",5.0,2,63,"['Introducing the LG V60 ThinQ 5G (Single Display) – a smartphone that redefines the boundaries of connectivity and entertainment. This device combines the lightning-fast speeds of 5G, a stunning display, powerful performance, and versatile camera capabilities in a sleek single-screen design.']",https://www.daraz.pk/products/lg-v60-q-5g-8gb-1-gb-i434152595-s2085756917.html?search=1
165,166,Vivo,"Vivo V29 12GB Ram 256GB Rom 6.78 Inches AMOLED Display , 4600 mAh - Fast battery 80W wired","Rs. 162,999",-,No,-,"['General FeaturesRelease Date2023-07-31SIM SupportNano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.18 × 74.37 × 7.46 mmPhone Weight186 gOperating SystemFuntouch OS 13DisplayScreen Size6.78 inchesScreen Resolution2800 × 1260 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorQualcomm Snapdragon 778GGPUAdreno 642LBatteryType4600 mAhCameraFront Camera50 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes']",https://www.daraz.pk/products/12gb-v29-256gb-678-4600-mah-80-i435993109-s2094160422.html?search=1
166,167,Redmi,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 50,449",4.0,4,19,"['Xiaomi Redmi Note 12 detailed specificationsBuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i429690781-s2046010371.html?search=1
167,168,Itel,"Itel S23 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 30,299",4.8,27,17,"['ProcessorCPUOcta-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55) ChipsetUnisoc Tiger T606 GPUMali-G57 MP1 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.6 Inches Resolution720 x 1600 Pixels (~266 PPI) Extra Features90Hz MemoryBuilt-in128GB Built-in, 8GB RAM CardmicroSD Card, (supports up to 256GB) CameraMainDual Camera: 50 MP + 2 MP, LED Flash FeaturesHDR Super Night Mode, Video (1080p@30fps) Front8 MP']",https://www.daraz.pk/products/8gb-s23-128gb-50mp-5000mah-i429908133-s2048933084.html?search=1
168,169,Redmi,"Redmi A2 Plus || 3GB + 64GB || 6.5 IPS Display || Battery (Li-ion Non removable), 5000 mAh","Rs. 19,999",5.0,15,9,"['BuildOSAndroid 12 Go edition UIMIUI Dimensions164.9 x 76.8 x 9.1 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsLight Green, Light Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/a2-3gb-64gb-a2-li-ion-65-mah-i431400484-s2057010979.html?search=1
169,170,Samsung,Samsung A14 - 6GB RAM - 128GB ROM - 5000mAh Battery,"Rs. 56,499",5.0,2,17,['CPU Speed2GHz'],https://www.daraz.pk/products/6gb-a14-128gb-5000mah-i422942232-s2001880522.html?search=1
170,171,Samsung,"Samsung A54 , 8GB RAM 256GB RAM , 50MP Main Camera , 5000mAh Fast Charging","Rs. 134,999",5.0,3,22,"['BuildOSAndroid 13 OS UIOneUI 5.1 Dimensions158.2 x 76.7 x 8.2 mm Weight202 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsLime, Graphite, Violet, White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/a54-8gb-256gb-50mp-5000mah-i431346051-s2056868627.html?search=1
171,172,Infinix,Infinix Note 30 8GB+8GB Ram 256GB Rom G99 Powerful Processor,"Rs. 47,999",-,No,-,"['Release Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.6 x 8.58 mmPhone Weight219 gOperating SystemAndroid 13DisplayScreen Size6.78 inchesScreen Resolution1080 x 2460 pixelsScreen TypeIPS LCD, 120Hz, 580 nits (peak)Screen ProtectionN/AMemoryInternal Memory128/256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G99GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera64 MP + 2 MP + AI CamBack Video Recording1440p@30fps, 1080p@30/60fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/30-8gb-8gb-1-gb-g99-i428290669-s2035957837.html?search=1
172,173,Apple,Apple iPhone 15 Pro Max 5G || PTA Approved One Year Official Brand Warranty,"Rs. 649,999",-,No,-,"['General FeaturesRelease Date2023-09-12SIM SupportDual SIM (Nano-SIM, dual stand-by) - HK VersionPhone Dimensions159.9 x 76.7 x 8.2 mmPhone Weight221 gOperating SystemiOS 17DisplayScreen Size6.7 InchesScreen Resolution2796 x 1290 PixelsScreen TypeSuper Retina XDR OLEDScreen ProtectionCeramic Shield glassMemoryInternal Memory256/ 512 GB/ 1 TBRAM8 GBCard SlotNoPerformanceProcessorApple A17 Pro Hexa-coreGPUApple GPU (6-core graphics)BatteryType4422 mAhCameraFront Camera12 MPFront Flash LightNoFront Video Recording4K@24/25/30/60fps, 1080p@25/30/60/120fps, gyro-EISBack Flash LightYesBack Camera48 MP + 12 MP + 12 MPBack Video Recording4K@24/25/30/60fps, 1080p@25/30/60/120/240fps, 10-bit HDR, Dolby Vision HDR (up to 60fps), ProRes, Cinematic mode (4K@24/30fps), 3D (spatial) video, stereo sound rec.ConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes']",https://www.daraz.pk/products/15-5g-pta-i435781778-s2091201800.html?search=1
173,174,ZTE,ZTE A53 PRO - 4GB RAM 64GB ROM - Dual SIM - 5000mAh Battery,"Rs. 20,799",4.0,2,-,['PTA Approved'],https://www.daraz.pk/products/zte-a53-4gb-64gb-5000mah-i437967154-s2116188253.html?search=1
174,175,Samsung,"Samsung Galaxy A04 - 6.5"" Inch Display - 4GB RAM - 64GB ROM","Rs. 28,999",4.6,8,6,['Brand Warranty'],https://www.daraz.pk/products/samsung-galaxy-a04-65-inch-display-4gb-ram-64gb-rom-i396464368-s2127203113.html?search=1
175,176,Infinix,Infinix Note 30 - 8GB RAM 256GB ROM - 6.78 Inches Display - IPS LCD - Dual SIM - 5000mAh Battery,"Rs. 48,999",5.0,1,5,['6.78 inchesDisplay'],https://www.daraz.pk/products/30-8gb-256gb-678-ips-lcd-5000mah-i433841149-s2081622645.html?search=1
176,177,vivo,vivo V27e - 8GB RAM - 256GB ROM - 64MP OIS Camera - 120Hz Amoled Display - 66W Flash Charge,"Rs. 99,999",4.4,30,88,['Processor MediaTek Helio G99'],https://www.daraz.pk/products/vivo-v27e-8gb-ram-256gb-rom-64mp-ois-camera-120hz-amoled-display-66w-flash-charge-i421600899-s2071348921.html?search=1
177,178,Redmi,"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","Rs. 88,999",4.8,4,3,"['BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8gb-256gb-667-5000-mah-67-i429674904-s2045924192.html?search=1
178,179,Xiaomi,"Xiaomi Poco X5 Pro || 8GB + 256GB || Display 6.7"" AMOLED || Battery Li-Po 5000 mAh ||","Rs. 111,999",5.0,4,8,"['General FeaturesRelease Date2023-02-06SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.9 x 76 x 7.9 mmPhone Weight181 gOperating SystemAndroid 12, MIUI 14DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotNoPerformanceProcessorQualcomm SM7325 Snapdragon 778G 5GGPUAdreno 642 LBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30/60fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/x5-wach-6gb-128gb-67-5000-mah-i432587174-s2065260565.html?search=1
179,180,Vivo,"Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 62,480",4.8,5,-,"['General FeaturesRelease Date2023-05-27SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.06 × 76.17 × 8.07 mmPhone Weight202 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.64 InchesScreen Resolution1080 x 2388 pixelsScreen TypeIPS LCD, 90Hz, 650 nits (peak)Screen ProtectionnullMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.4 Ghz Octa CoreGPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/y36-8-gb-128-gb-16-mp-50-mp-2-mp-2-mp-li-po-5000-mah-i426880911-s2026142706.html?search=1
180,181,Tecno,"Tecno Spark 10C , 4GB RAM 128GB ROM , 16 MP Main Camera , Fingersensor , 5000mAh Battery","Rs. 29,999",4.3,7,12,['6.6 InchesDisplay'],https://www.daraz.pk/products/4gb-10c-128gb-16-mp-5000mah-i432435212-s2064546802.html?search=1
181,182,Vgotel,Vgotel New 12 - 2GB + 1GB Extended RAM - 64GB ROM - 6.52 Inches Display - Official PTA Approved - 5000mAh Battery - One Year Official Warranty,"Rs. 16,999",5.0,3,5,['Brand Warranty'],https://www.daraz.pk/products/12-1gb-2gb-64gb-1-pta-1-mah-i434313770-s2082915103.html?search=1
182,183,Redmi,Redmi A1 Plus 6.52 Inch Display 2GB RAM 32GB ROM BRAND WARRANTY,"Rs. 17,999",5.0,5,5,"['Xiaomi Redmi A1 Plus detailed specificationsBuildOSAndroid 12 Go edition UIMIUI 12 Dimensions164.9 x 76.75 x 9.09mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsLight Green, Light Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/redmi-a1-plus-652-inch-display-2gb-ram-32gb-rom-brand-warranty-i412961365-s1980720161.html?search=1
183,184,SparX,SparX Neo 7 Ultra || 6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 32,999",4.6,18,-,"['Release Date2023-06-12SIM SupportDual Sim, Dual StandbyPhone Dimensions164.6x75.8x9.2 mmPhone WeightN/AOperating SystemAndroid 12DisplayScreen Size6.52 inchesScreen Resolution720 x 1600 pixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotYesPerformanceProcessorOcta-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)GPUMediaTek Helio G25 (12 nm) GPU PowerVR GE8320BatteryType5000 mAhCameraFront Camera13 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo']",https://www.daraz.pk/products/sparx-neo-7-ultra-6gb-ram-128gb-rom-5000mah-battery-i425124612-s2013210801.html?search=1
184,185,Xiaomi,Xiaomi Redmi 12 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 37,999",5.0,1,-,"['BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-6-gb-128-gb-8-mp-50-mp-8-mp-2-mp-2-mah-i432579373-s2065211059.html?search=1
185,186,Tecno,Tecno SPARK 10 PRO 8GB RAM - 128GB ROM 50 MP CAMERA DUAL SIM,"Rs. 39,499",5.0,2,6,['Android™ T'],https://www.daraz.pk/products/10-8gb-128gb-50-mp-i432048417-s2094334659.html?search=1
186,187,Redmi,Redmi Note 12 (8GB+128GB) 6.67'' AMOLED display PTA Approved 1 Year Official Warranty,"Rs. 50,999",4.5,17,45,"['CPU ------------- Snapdragon® 685 Octa-core CPU, up to 2.8GHz']",https://www.daraz.pk/products/12-8gb-128gb-pta-1-i429486844-s2043854263.html?search=1
187,188,Infinix,Infinix Smart 7 HD - 2GB RAM 64GB ROM - 6.6 Inches Display - 5000mAh Battery,"Rs. 21,499",4.0,1,19,['PTA Approved'],https://www.daraz.pk/products/7-hd-2gb-64gb-66-5000mah-i426832022-s2025965476.html?search=1
188,189,Tecno,Tecno Spark 10C || 4GB Ram 128GB Rom || 5000 mAh Battery,"Rs. 29,999",4.9,9,-,"['General FeaturesRelease Date2023-06-16SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions163.9 x 75.5 x 8.5 mmPhone WeightN/AOperating SystemAndroid 12 OSDisplayScreen Size6.6Screen Resolution720 x 1612 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM16GB RAM (8GB Extended RAM)Card SlotmicroSD Card, (supports up to 256GB)PerformanceProcessorOcta-coreGPUMali-G57 MP1BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightDual FlashFront Video Recording720p@30fpsBack Flash LightYesBack Camera16 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo']",https://www.daraz.pk/products/tecno-spark-10c-4gb-ram-128gb-rom-5000-mah-battery-i423448570-s2004948744.html?search=1
189,190,INFINIX,"INFINIX SMART 7 4GB RAM 64GB ROM || 6000mAh BATTERY || 4G LTE || 6.6"" DISPLAY || ONE YEAR BRAND WARRANTY || PTA APPROVED","Rs. 25,999",5.0,9,22,"[""DETAILS OF INFINIX SMART 7 4GB RAM 64GB ROM.Infinix is near to launch Smart 7 series of smartphones and it has been suggested that the devices may be launched in the upcoming months of this year, based on recent leaks.Then let's move on to the latest features of the Infinix Smart 7.Topping the list of features is a dual-lens camera setup, a 6.6-inch full-HD+ display, and a massive 6000 mAh battery with fast charging.In light of the fact that the smartphone might be launched with a massive 6000mAh battery pack, it is likely that users of this phone will be able to use it all day long on a single charge.Furthermore this Infinix Smart 7's a powerful Helio A22 SoC chipset with a couple of Octa-core CPUs.A dedicated memory card slot will enable users to expand the cell phone's memory up to 256GB in addition to the smartphone's 64GB of internal storage.""]",https://www.daraz.pk/products/infinix-smart-7-4gb-ram-64gb-rom-6000mah-battery-4g-lte-66-display-one-year-brand-warranty-pta-approved-i422864285-s2002199437.html?search=1
190,191,iPhone,iPhone X - Official PTA Approved - 64gb and 256gb - original battery with Face id Working 100% - Best Phone for Gaming and Photography,"Rs. 92,999",5.0,1,45,"['pre { white-space: pre-wrap; }• Official PTA Approved iPhone X with Face ID• Available in 64gb and 256gb storage options• Original battery with fast charging capability• Best phone for gaming and photography• 5.6-6 inch scratch-resistant glass display• 400-500 PPI pixel density for clear visuals• Touchscreen, GPS, WiFi, NFC, and more features• Nano SIM card compatible• Accelerometer, proximity, and barometer sensors• Face recognition for added securityThe device is not box pack, these are slightly used imported kits not used in Pakistan .']",https://www.daraz.pk/products/x-pta-64gb-256gb-id-100-i438159695-s2119064119.html?search=1
191,192,Vivo,Vivo V27e || 8GB Ram 256GB Rom || 4600 mAh Battery,"Rs. 98,999",4.5,2,-,"['General FeaturesRelease Date2023-05-30SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.5 x 75.8 x 7.7 mmPhone Weight185 g (6.53 oz)Operating SystemAndroid 13, Funtouch 13DisplayScreen Size6.62 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 120HzScreen ProtectionN/AMemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorMediatek MT8781 Helio G99 (6nm)GPUMali-G57 MC2BatteryTypeLi-Po 4600 mAh, non-removableCameraFront Camera32 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera64 MP + 2 MP + 2 MPBack Video Recording4K@30/60fps, 1080p@30fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/v27e-8gb-256gb-4600-mah-i422687968-s2000586473.html?search=1
192,193,Redmi,Redmi A2+ 3Gb 64Gb - 6.52” HD+ Display - 5000mAh Battery - PTA Approved 1 Year Official Warranty,"Rs. 20,000",4.8,17,25,['Display: 6.52” HD+ Dot Drop display1600 x 720 HD+'],https://www.daraz.pk/products/hd-3gb-64gb-a2-652-mah-pta-1-i430690496-s2054183571.html?search=1
193,194,Realme,"Realme C51 RAM 4GB ROM 64GB Front Camera 5 MP Back Camera 50 MP + 0.08 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 29,999",5.0,1,-,"['BuildOSAndroid 13 OS UIRealme UI T Dimensions167.2 x 76.7 x 8 mm Weight186 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsMint Green, Carbon Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/c51-4gb-64gb-5-mp-50-mp-008-mp-5000-mah-i438776261-s2124156021.html?search=1
194,195,Samsung,"Samsung Galaxy A54 , 5G , 8GB Ram 256GB Rom , 6.4 Inches AMOLED Display 120Hz , 5000 mAh-Fast battery 25W wired","Rs. 135,999",-,No,-,"['BuildOSAndroid 13 OS UIOneUI 5.1 Dimensions158.2 x 76.7 x 8.2 mm Weight202 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsLime, Graphite, Violet, White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/a54-5g-8gb-256gb-64-120hz-5000-mah-25w-i429905632-s2047265791.html?search=1
195,196,Infinix,"Infinix Smart 7 HD , 2GB RAM 64GB ROM , 8MP Main Camera , Fingersenor , 5000 mAh Battery","Rs. 21,499",5.0,1,20,"['General FeaturesRelease Date2023-04-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.88 x 75.51 x 8.65 mmPhone Weight196.5 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory64 GBRAM2 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core 1.6 GHzGPUN/ABatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo']",https://www.daraz.pk/products/7-hd-2gb-64gb-8mp-5000-mah-i432107010-s2081805154.html?search=1
196,197,Tecno,Tecno Spark 10 RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + AI Battery Type 5000 mAh,"Rs. 34,999",5.0,3,-,"['BuildOSAndroid 13 OS UIHios 12.0 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsMeta Black, Meta Blue, and Meta Green Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/10-4-gb-128-gb-8-mp-50-mp-ai-5000-mah-i429720497-s2046486158.html?search=1
197,198,Infinix,Infinix Zero 30 4G RAM 8 GB ROM 256 GB Front Camera 50 MP Back Camera 108 MP + 2 MP + 2 MP Battery Type 5000 mAh,"Rs. 69,999",5.0,1,-,"['BuildOSAndroid 13 OS UIXOS 13 Dimensions164.5 x 75 x 7.9 mm Weight182 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsSunset Gold, Misty Green, Pearly White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438402434-s2132188263.html?search=1
198,199,Tecno,"Tecno Camon 20 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM","Rs. 61,899",-,No,-,['1 Year Brand Warranty'],https://www.daraz.pk/products/tecno-camon-20-pro-667-inch-display-8gb-ram-256gb-rom-i429968792-s2065367189.html?search=1
199,200,ZTE,ZTE Blade V30 Vita - 4GB RAM 64GB/128GB ROM - 5000 mAh Battery,"Rs. 25,449",5.0,1,12,['IPS LCD'],https://www.daraz.pk/products/zte-v30-4gb-64gb128gb-5000-mah-i350291639-s1781491743.html?search=1
